id	title	description	link	price	condition	brand	image_link	google_product_category	availability	shipping	manufacturer	c:Vehicle_year:string	c:vehicle:string	c:vehicle_make:string	c:vehicle_model:string	c:category_name1:string	c:vehicle_product:string	c:vehicle_product1:string	c:vehicle_product2:string	c:vehicle_product3:string	c:vehicle_product4:string	c:GoogleAffiliateNetworkPublish	additional_image_link	product_type	adwords_redirect	adwords_grouping	adwords_labels	mpn	promotion_id	custom_label_0	custom_label_1	custom_label_2	custom_label_3	Fit Note	Year Min	Year Max	Color	Brand Type	Design	Series	Submodel	Operation	Location	Part Name	Material	Product Fit	SKU	Warranty	Emissions	Sales	c:cost_of_goods_sold:decimal	Title LP	Product Details	Old ID	Extra Shipping Charge	Est Cost	Variable Cost	Shipping Cost	Category	Subcategory	channelized VC
Beck Arnley+131-2171	Beck Arnley Water Pump 131-2171, direct fit,with 3 years/50, 000 mile beck arnley limited warranty		http://www.jcwhitney.com/p3046787/sku-963616.jcwx?TID=gglpla	55.68 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/131-2171_is?Beck Arnley+131-2171	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Radiator Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/131-2171_is?Beck Arnley+131-2171	Water Pump > Honda > Civic del Sol > 1995 > 131-2171	http://www.jcwhitney.com/p3046787/sku-963616.jcwx?TID=gglpla		Water Pump, Beck Arnley, 3046787, 840962	131-2171			Unsold	Drop Ship				1995		Branded						Water Pump		direct fit	840962	3 years/50, 000 mile beck arnley limited warranty		No	44.02 USD	 Beck Arnley Water Pump-mechanical			0.00	33.06	3.63	7.33	Cooling System|Most Popular	Radiators, Fans, Cooling Systems & Components	5.61
Beck Arnley+131-2189	Beck Arnley Water Pump 131-2189, direct fit,with 3 years/50, 000 mile beck arnley limited warranty		http://www.jcwhitney.com/p3046787/sku-963628.jcwx?TID=gglpla	71.49 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/131-2189_is?Beck Arnley+131-2189	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Radiator Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/131-2189_is?Beck Arnley+131-2189	Water Pump > Honda > CR-V > 2001 > 131-2189	http://www.jcwhitney.com/p3046787/sku-963628.jcwx?TID=gglpla		Water Pump, Beck Arnley, 3046787, 840974	131-2189			Unsold	Stock Ship				2001		Branded						Water Pump		direct fit	840974	3 years/50, 000 mile beck arnley limited warranty		No	56.03 USD	 Beck Arnley Water Pump-mechanical			0.00	44.63	4.07	7.33	Cooling System|Most Popular	Radiators, Fans, Cooling Systems & Components	7.04
Beck Arnley+131-2191	Beck Arnley Water Pump 131-2191, direct fit,with 3 years/50, 000 mile beck arnley limited warranty		http://www.jcwhitney.com/p3046787/sku-963630.jcwx?TID=gglpla	71.68 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/131-2191_is?Beck Arnley+131-2191	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Radiator Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/131-2191_is?Beck Arnley+131-2191	Water Pump > Honda > Civic del Sol > 1997 > 131-2191	http://www.jcwhitney.com/p3046787/sku-963630.jcwx?TID=gglpla		Water Pump, Beck Arnley, 3046787, 840976	131-2191			Unsold	Stock Ship				1997		Branded						Water Pump		direct fit	840976	3 years/50, 000 mile beck arnley limited warranty		No	56.14 USD	 Beck Arnley Water Pump-mechanical			0.00	44.70	4.11	7.33	Cooling System|Most Popular	Radiators, Fans, Cooling Systems & Components	7.06
Beck Arnley+143-0672	Beck Arnley Thermostat 143-0672, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p3046694/sku-961062.jcwx?TID=gglpla	20.16 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/143-0672_is?Beck Arnley+143-0672	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Radiator Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/143-0672_is?Beck Arnley+143-0672	Thermostat > Sterling > 827 > 1991 > 143-0672	http://www.jcwhitney.com/p3046694/sku-961062.jcwx?TID=gglpla		Thermostat, Beck Arnley, 3046694, 838359	143-0672			Slow	Stock Ship				1991		Branded						Thermostat	stainless steel	direct fit	838359	90-day or 4,000-mile beck arnley limited warranty		No	13.30 USD	 Beck Arnley Thermostat-stainless Steel			0.00	5.46	1.42	6.42	Cooling System|Most Popular	Radiators, Fans, Cooling Systems & Components	9.88
Beck Arnley+143-0695	Beck Arnley Thermostat 143-0695, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p3046694/sku-961075.jcwx?TID=gglpla	18.90 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/143-0695_is?Beck Arnley+143-0695	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Radiator Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/143-0695_is?Beck Arnley+143-0695	Thermostat > Sterling > 827 > 1991 > 143-0695	http://www.jcwhitney.com/p3046694/sku-961075.jcwx?TID=gglpla		Thermostat, Beck Arnley, 3046694, 838372	143-0695			Unsold	Stock Ship				1991		Branded						Thermostat	stainless steel	direct fit	838372	90-day or 4,000-mile beck arnley limited warranty		No	16.48 USD	 Beck Arnley Thermostat-stainless Steel			0.00	7.59	2.47	6.42	Cooling System|Most Popular	Radiators, Fans, Cooling Systems & Components	2.25
Beck Arnley+143-0698	Beck Arnley Thermostat 143-0698, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p3046694/sku-961078.jcwx?TID=gglpla	18.93 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/143-0698_is?Beck Arnley+143-0698	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Radiator Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/143-0698_is?Beck Arnley+143-0698	Thermostat > Sterling > 827 > 1991 > 143-0698	http://www.jcwhitney.com/p3046694/sku-961078.jcwx?TID=gglpla		Thermostat, Beck Arnley, 3046694, 838375	143-0698			Medium	Stock Ship				1991		Branded						Thermostat	stainless steel	direct fit	838375	90-day or 4,000-mile beck arnley limited warranty		No	15.53 USD	 Beck Arnley Thermostat-stainless Steel			0.00	7.70	1.41	6.42	Cooling System|Most Popular	Radiators, Fans, Cooling Systems & Components	3.41
Replacement+1483P	Replacement Bumper Cover 1483P, direct fit,with primed 1-year, unlimited-mileage warranty		http://www.jcwhitney.com/p3038531/sku-1201773.jcwx?TID=gglpla	165.10 USD	new	Replacement	http://images.jcwstatics.com/is/image/Autos/1483p_is?Replacement+1483P	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Bumpers	In Stock	US::Ground:0.00 USD	Replacement											N	http://images.jcwstatics.com/is/image/Autos/1483p_is?Replacement+1483P	Bumper Cover > Acura > Integra > 1991 > 1483P	http://www.jcwhitney.com/p3038531/sku-1201773.jcwx?TID=gglpla		Bumper Cover, Replacement, 3038531, 1038080	1483P			Slow	Stock Ship				1991	primed	Private Label1					Front	Bumper Cover	plastic	direct fit	1038080	1-year, unlimited-mileage warranty		No	61.63 USD	 Replacement Front Bumper Cover-primed, Plastic			0.00	24.51	10.52	26.60	Body Mechanical & Trim	Bumpers & Components	21.47
Replacement+1493-1	Replacement Splash Shield 1493-1, direct fit,with 1-year, unlimited-mileage warranty		http://www.jcwhitney.com/p3038698/sku-1194424.jcwx?TID=gglpla	14.61 USD	new	Replacement	http://images.jcwstatics.com/is/image/Autos/1493-1_is?Replacement+1493-1	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior	In Stock	US::Ground:0.00 USD	Replacement											N	http://images.jcwstatics.com/is/image/Autos/1493-1_is?Replacement+1493-1	Splash Shield > Acura > Integra > 1993 > 1493-1	http://www.jcwhitney.com/p3038698/sku-1194424.jcwx?TID=gglpla		Splash Shield, Replacement, 3038698, 1030715	1493-1			Medium	Stock Ship				1993		Private Label1					Front, Passenger Side	Splash Shield	plastic	direct fit	1030715	1-year, unlimited-mileage warranty		No	13.33 USD	 Replacement Front, Passenger Side Splash Shield-plastic			0.00	4.05	3.98	5.30	Body Mechanical & Trim|Auto Body Parts|Most Popular	Other Auto Body Replacement	4.32
Replacement+1494-1	Replacement Splash Shield 1494-1, direct fit,with 1-year, unlimited-mileage warranty		http://www.jcwhitney.com/p3038698/sku-1220670.jcwx?TID=gglpla	14.61 USD	new	Replacement	http://images.jcwstatics.com/is/image/Autos/1494-1_is?Replacement+1494-1	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior	In Stock	US::Ground:0.00 USD	Replacement											N	http://images.jcwstatics.com/is/image/Autos/1494-1_is?Replacement+1494-1	Splash Shield > Acura > Integra > 1993 > 1494-1	http://www.jcwhitney.com/p3038698/sku-1220670.jcwx?TID=gglpla		Splash Shield, Replacement, 3038698, 1056780	1494-1			Medium	Stock Ship				1993		Private Label1					Front, Driver Side	Splash Shield	plastic	direct fit	1056780	1-year, unlimited-mileage warranty		No	13.58 USD	 Replacement Front, Driver Side Splash Shield-plastic			0.00	4.04	4.24	5.30	Body Mechanical & Trim|Auto Body Parts|Most Popular	Other Auto Body Replacement	4.36
Replacement+1495-2	Replacement Bumper Cover 1495-2, direct fit,with primed 1-year, unlimited-mileage warranty		http://www.jcwhitney.com/p3038531/sku-1206979.jcwx?TID=gglpla	160.35 USD	new	Replacement	http://images.jcwstatics.com/is/image/Autos/1495-2_is?Replacement+1495-2	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Bumpers	In Stock	US::Ground:0.00 USD	Replacement											N	http://images.jcwstatics.com/is/image/Autos/1495-2_is?Replacement+1495-2	Bumper Cover > Acura > Integra > 1993 > 1495-2	http://www.jcwhitney.com/p3038531/sku-1206979.jcwx?TID=gglpla		Bumper Cover, Replacement, 3038531, 1043301	1495-2			Slow	Stock Ship				1993	primed	Private Label1					Front	Bumper Cover	plastic	direct fit	1043301	1-year, unlimited-mileage warranty		No	116.32 USD	 Replacement Front Bumper Cover-primed, Plastic			0.00	76.52	13.50	26.30	Body Mechanical & Trim	Bumpers & Components	23.37
Beck Arnley+158-0154	Beck Arnley Coolant Temperature Sensor 158-0154, direct fit,with beck arnley limited warranty		http://www.jcwhitney.com/p3046551/sku-960864.jcwx?TID=gglpla	30.07 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/158-0154_is?Beck Arnley+158-0154	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Radiator Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/158-0154_is?Beck Arnley+158-0154	Coolant Temperature Sensor > Honda > Insight > 2006 > 158-0154	http://www.jcwhitney.com/p3046551/sku-960864.jcwx?TID=gglpla		Coolant Temperature Sensor, Beck Arnley, 3046551, 838161	158-0154			Medium	Stock Ship				2006		Branded			Base			Coolant Temperature Sensor		direct fit	838161	beck arnley limited warranty		No	24.64 USD	 Beck Arnley Coolant Temperature Sensor			0.00	15.35	2.19	7.10	Cooling System	Radiators, Fans, Cooling Systems & Components	3.25
Beck Arnley+158-0312	Beck Arnley Fuel Pressure Regulator 158-0312, direct fit,with beck arnley limited warranty		http://www.jcwhitney.com/p3046467/sku-950925.jcwx?TID=gglpla	92.31 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/158-0312_is?Beck Arnley+158-0312	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Fuel Systems	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/158-0312_is?Beck Arnley+158-0312	Fuel Pressure Regulator > Honda > CRX > 1991 > 158-0312	http://www.jcwhitney.com/p3046467/sku-950925.jcwx?TID=gglpla		Fuel Pressure Regulator, Beck Arnley, 3046467, 827108	158-0312			Unsold	Drop Ship				1991		Branded						Fuel Pressure Regulator		direct fit	827108	beck arnley limited warranty		No	66.55 USD	 Beck Arnley Fuel Pressure Regulator			0.00	54.94	4.52	7.09	Fuel Delivery	Fuel Systems & Components	8.94
Beck Arnley+158-0316	Beck Arnley Fuel Pressure Regulator 158-0316, direct fit,with beck arnley limited warranty		http://www.jcwhitney.com/p3046467/sku-950927.jcwx?TID=gglpla	78.60 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/158-0316_is?Beck Arnley+158-0316	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Fuel Systems	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/158-0316_is?Beck Arnley+158-0316	Fuel Pressure Regulator > Honda > Civic del Sol > 1997 > 158-0316	http://www.jcwhitney.com/p3046467/sku-950927.jcwx?TID=gglpla		Fuel Pressure Regulator, Beck Arnley, 3046467, 827110	158-0316			Unsold	Drop Ship				1997		Branded						Fuel Pressure Regulator		direct fit	827110	beck arnley limited warranty		No	60.02 USD	 Beck Arnley Fuel Pressure Regulator			0.00	48.76	4.17	7.09	Fuel Delivery	Fuel Systems & Components	7.70
Beck Arnley+158-0437	Beck Arnley Fuel Injector 158-0437, direct fit,with beck arnley limited warranty		http://www.jcwhitney.com/p2024840/sku-953104.jcwx?TID=gglpla	70.20 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/158-0437_is?Beck Arnley+158-0437	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Fuel Systems > Fuel Injectors	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/158-0437_is?Beck Arnley+158-0437	Fuel Injector > Honda > Civic del Sol > 1995 > 158-0437	http://www.jcwhitney.com/p2024840/sku-953104.jcwx?TID=gglpla		Fuel Injector, Beck Arnley, 2024840, 829287	158-0437			Unsold	Stock Ship				1995		Branded						Fuel Injector		direct fit	829287	beck arnley limited warranty		No	51.10 USD	 Beck Arnley Fuel Injector			0.00	45.06	2.89	3.15	Fuel Delivery|Most Popular	Fuel Systems & Components	6.89
Beck Arnley+158-0594	Beck Arnley Fuel Pressure Regulator 158-0594, direct fit,with beck arnley limited warranty		http://www.jcwhitney.com/p3046467/sku-950960.jcwx?TID=gglpla	108.38 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/158-0594_is?Beck Arnley+158-0594	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Fuel Systems	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/158-0594_is?Beck Arnley+158-0594	Fuel Pressure Regulator > Acura > Integra > 1997 > 158-0594	http://www.jcwhitney.com/p3046467/sku-950960.jcwx?TID=gglpla		Fuel Pressure Regulator, Beck Arnley, 3046467, 827143	158-0594			Unsold	Drop Ship				1997		Branded						Fuel Pressure Regulator		direct fit	827143	beck arnley limited warranty		No	76.83 USD	 Beck Arnley Fuel Pressure Regulator			0.00	64.75	4.99	7.09	Fuel Delivery	Fuel Systems & Components	10.39
Beck Arnley+173-7884	Beck Arnley Distributor Rotor 173-7884, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p2024818/sku-951689.jcwx?TID=gglpla	10.16 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/173-7884_is?Beck Arnley+173-7884	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Ignition Parts > Distributor Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/173-7884_is?Beck Arnley+173-7884	Distributor Rotor > Honda > Prelude > 1990 > 173-7884	http://www.jcwhitney.com/p2024818/sku-951689.jcwx?TID=gglpla		Distributor Rotor, Beck Arnley, 2024818, 827872	173-7884			Unsold	Stock Ship				1990		Branded			Base			Distributor Rotor		direct fit	827872	90-day or 4,000-mile beck arnley limited warranty		No	8.88 USD	 Beck Arnley Distributor Rotor			0.00	1.53	1.66	5.69	Engine Electrical|Most Popular	Electronic Control Modules, Ignition & Distributors	1.45
Beck Arnley+173-7974	Beck Arnley Distributor Rotor 173-7974, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p2024818/sku-951750.jcwx?TID=gglpla	12.44 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/173-7974_is?Beck Arnley+173-7974	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Ignition Parts > Distributor Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/173-7974_is?Beck Arnley+173-7974	Distributor Rotor > Acura > Integra > 1991 > 173-7974	http://www.jcwhitney.com/p2024818/sku-951750.jcwx?TID=gglpla		Distributor Rotor, Beck Arnley, 2024818, 827933	173-7974			Unsold	Drop Ship				1991		Branded						Distributor Rotor		direct fit	827933	90-day or 4,000-mile beck arnley limited warranty		No	11.01 USD	 Beck Arnley Distributor Rotor			0.00	3.55	1.77	5.69	Engine Electrical|Most Popular	Electronic Control Modules, Ignition & Distributors	1.66
Beck Arnley+173-7988	Beck Arnley Distributor Rotor 173-7988, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p2024818/sku-951763.jcwx?TID=gglpla	17.48 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/173-7988_is?Beck Arnley+173-7988	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Ignition Parts > Distributor Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/173-7988_is?Beck Arnley+173-7988	Distributor Rotor > Honda > CR-V > 2001 > 173-7988	http://www.jcwhitney.com/p2024818/sku-951763.jcwx?TID=gglpla		Distributor Rotor, Beck Arnley, 2024818, 827946	173-7988			Medium	Stock Ship				2001		Branded						Distributor Rotor		direct fit	827946	90-day or 4,000-mile beck arnley limited warranty		No	13.83 USD	 Beck Arnley Distributor Rotor			0.00	6.58	1.56	5.69	Engine Electrical|Most Popular	Electronic Control Modules, Ignition & Distributors	3.86
Beck Arnley+173-7990	Beck Arnley Distributor Rotor 173-7990, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p2024818/sku-951765.jcwx?TID=gglpla	12.08 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/173-7990_is?Beck Arnley+173-7990	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Ignition Parts > Distributor Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/173-7990_is?Beck Arnley+173-7990	Distributor Rotor > Honda > CRX > 1991 > 173-7990	http://www.jcwhitney.com/p2024818/sku-951765.jcwx?TID=gglpla		Distributor Rotor, Beck Arnley, 2024818, 827948	173-7990			Unsold	Drop Ship				1991		Branded						Distributor Rotor		direct fit	827948	90-day or 4,000-mile beck arnley limited warranty		No	10.74 USD	 Beck Arnley Distributor Rotor			0.00	3.29	1.76	5.69	Engine Electrical|Most Popular	Electronic Control Modules, Ignition & Distributors	1.62
Beck Arnley+173-8016	Beck Arnley Distributor Rotor 173-8016, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p2024818/sku-951790.jcwx?TID=gglpla	22.75 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/173-8016_is?Beck Arnley+173-8016	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Ignition Parts > Distributor Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/173-8016_is?Beck Arnley+173-8016	Distributor Rotor > Acura > Integra > 1997 > 173-8016	http://www.jcwhitney.com/p2024818/sku-951790.jcwx?TID=gglpla		Distributor Rotor, Beck Arnley, 2024818, 827973	173-8016			Unsold	Drop Ship				1997		Branded						Distributor Rotor		direct fit	827973	90-day or 4,000-mile beck arnley limited warranty		No	17.85 USD	 Beck Arnley Distributor Rotor			0.00	10.10	2.06	5.69	Engine Electrical|Most Popular	Electronic Control Modules, Ignition & Distributors	2.59
Beck Arnley+174-6893	Beck Arnley Distributor Cap 174-6893, direct fit,with black 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p2024756/sku-949236.jcwx?TID=gglpla	14.77 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/174-6893_is?Beck Arnley+174-6893	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Ignition Parts > Distributor Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/174-6893_is?Beck Arnley+174-6893	Distributor Cap > Honda > Civic > 1987 > 174-6893	http://www.jcwhitney.com/p2024756/sku-949236.jcwx?TID=gglpla		Distributor Cap, Beck Arnley, 2024756, 825419	174-6893			Unsold	Drop Ship				1987	black	Branded						Distributor Cap		direct fit	825419	90-day or 4,000-mile beck arnley limited warranty		No	12.57 USD	 Beck Arnley Distributor Cap-black			0.00	4.42	1.98	6.17	Engine Electrical|Most Popular	Electronic Control Modules, Ignition & Distributors	1.91
Beck Arnley+174-6953	Beck Arnley Distributor Cap 174-6953, direct fit,with black 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p2024756/sku-949286.jcwx?TID=gglpla	23.61 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/174-6953_is?Beck Arnley+174-6953	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Ignition Parts > Distributor Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/174-6953_is?Beck Arnley+174-6953	Distributor Cap > Honda > CRX > 1991 > 174-6953	http://www.jcwhitney.com/p2024756/sku-949286.jcwx?TID=gglpla		Distributor Cap, Beck Arnley, 2024756, 825469	174-6953			Unsold	Stock Ship				1991	black	Branded						Distributor Cap		direct fit	825469	90-day or 4,000-mile beck arnley limited warranty		No	18.88 USD	 Beck Arnley Distributor Cap-black			0.00	10.23	2.48	6.17	Engine Electrical|Most Popular	Electronic Control Modules, Ignition & Distributors	6.17
Beck Arnley+174-6969	Beck Arnley Distributor Cap 174-6969, direct fit,with brown 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p2024756/sku-949301.jcwx?TID=gglpla	20.18 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/174-6969_is?Beck Arnley+174-6969	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Ignition Parts > Distributor Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/174-6969_is?Beck Arnley+174-6969	Distributor Cap > Honda > CR-V > 2001 > 174-6969	http://www.jcwhitney.com/p2024756/sku-949301.jcwx?TID=gglpla		Distributor Cap, Beck Arnley, 2024756, 825484	174-6969			Medium	Stock Ship				2001	brown	Branded						Distributor Cap		direct fit	825484	90-day or 4,000-mile beck arnley limited warranty		No	18.83 USD	 Beck Arnley Distributor Cap-brown			0.00	10.42	2.24	6.17	Engine Electrical|Most Popular	Electronic Control Modules, Ignition & Distributors	3.52
Beck Arnley+174-7021	Beck Arnley Distributor Cap 174-7021, direct fit,with black 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p2024756/sku-949348.jcwx?TID=gglpla	21.21 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/174-7021_is?Beck Arnley+174-7021	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Ignition Parts > Distributor Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/174-7021_is?Beck Arnley+174-7021	Distributor Cap > Acura > Integra > 2001 > 174-7021	http://www.jcwhitney.com/p2024756/sku-949348.jcwx?TID=gglpla		Distributor Cap, Beck Arnley, 2024756, 825531	174-7021			Unsold	Stock Ship				2001	black	Branded						Distributor Cap		direct fit	825531	90-day or 4,000-mile beck arnley limited warranty		No	19.98 USD	 Beck Arnley Distributor Cap-black			0.00	11.46	2.35	6.17	Engine Electrical|Most Popular	Electronic Control Modules, Ignition & Distributors	2.50
Beck Arnley+175-6147	Beck Arnley Spark Plug Wire 175-6147, direct fit,with 3-year or 50,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p2024875/sku-955342.jcwx?TID=gglpla	47.54 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/175-6147_is?Beck Arnley+175-6147	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Ignition Parts > Spark Plugs	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/175-6147_is?Beck Arnley+175-6147	Spark Plug Wire > Honda > CR-V > 2001 > 175-6147	http://www.jcwhitney.com/p2024875/sku-955342.jcwx?TID=gglpla		Spark Plug Wire, Beck Arnley, 2024875, 832639	175-6147			Unsold	Drop Ship				2001		Branded						Spark Plug Wire		direct fit	832639	3-year or 50,000-mile beck arnley limited warranty		No	36.31 USD	 Beck Arnley Spark Plug Wire			0.00	26.67	2.76	6.88	Engine Electrical	Spark Plugs, Wires & Components	4.84
Beck Arnley+178-8145	Beck Arnley Ignition Coil 178-8145, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p3039574/sku-951467.jcwx?TID=gglpla	49.25 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/178-8145_is?Beck Arnley+178-8145	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Ignition Parts > Ignition Coils	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/178-8145_is?Beck Arnley+178-8145	Ignition Coil > Honda > Prelude > 1987 > 178-8145	http://www.jcwhitney.com/p3039574/sku-951467.jcwx?TID=gglpla		Ignition Coil, Beck Arnley, 3039574, 827650	178-8145			Unsold	Drop Ship				1987		Branded	c-core					Ignition Coil		direct fit	827650	90-day or 4,000-mile beck arnley limited warranty		No	39.10 USD	 Beck Arnley Ignition Coil-c-core			0.00	31.33	4.64	3.13	Engine Electrical|Most Popular	Electronic Control Modules, Ignition & Distributors	5.06
